title,release_year,description,type,rating,runtime,imdb_rating,genre,director,stars,gross
One Delicious Christmas,2022.0,"Follows Abby, who inherited the property of Haven Restaurant and Inn, but being unable to manage both, she must team up with with hot shot chef Preston Weaver to ""shake up"" the holiday menu and get an investment from a restaurant mogul.",Movie,,84.0,6.2,"Drama, Romance",Stacey N. Harding,"Bert Cardozo, Judy Deboer, Elana Dunkelman, Bobby Flay, ",
The Christmas Star,1986.0,A counterfeiter finds the true meaning of the holidays.,Movie,TV-G,94.0,6.2,"Drama, Family",Alan Shapiro,"Edward Asner, Rene Auberjonois, Jim Metzler, Susan Tyrrell, ",
A Christmas Carousel,2020.0,"When Lila is hired by the Royal Family of Ancadia to repair a carousel, she must work with the Prince to complete it by Christmas.",Movie,TV-G,85.0,6.0,"Drama, Romance",Don McCutcheon,"Rachel Boston, Neal Bledsoe, Stuart Hughes, Jennifer Vallance, ",
Lost at Christmas,2020.0,Two down-on-their-luck strangers come together to try and get home for Christmas.,Movie,,100.0,5.1,"Comedy, Drama, Romance",Ryan Hendrick,"Natalie Clark, Kenny Boyle, Sylvester McCoy, Clare Grogan, ",
Just in Time for Christmas,2015.0,A psychology professor's offered her dream job at Yale incl. her thesis published and is proposed to by her BFF on the same day. She gets a glimpse of her life 3 years in a future where she said yes to the job and no to the BFF's proposal.,Movie,TV-G,96.0,6.4,"Comedy, Romance",Sean McNamara,"Eloise Mumford, Michael Stahl-David, Tess Atkins, Laura Soltis, ",
Holiday,1938.0,A young man in love with a girl from a rich family finds his unorthodox plan to go on holiday for the early years of his life met with skepticism by everyone except for his fiancée's eccentric sister and long-suffering brother.,Movie,Passed,95.0,7.7,"Comedy, Romance",George Cukor,"Katharine Hepburn, Cary Grant, Doris Nolan, Lew Ayres, ",
Home by Christmas,2006.0,"After a well-to-do woman divorces her cheating husband, she ends up homeless through a series of mishaps.",Movie,TV-14,95.0,6.3,"Drama, Family",Gail Harvey,"Linda Hamilton, Rob Stewart, Brenda Crichlow, Garwin Sanford, ",
The Tree That Saved Christmas,2014.0,A woman returns to her Vermont hometown to try and save her family's Christmas tree farm from foreclosure.,Movie,TV-G,88.0,6.1,"Drama, Romance",David Winning,"Lacey Chabert, Corey Sevier, Matthew Kevin Anderson, Jim Thorburn, ",
Unlocking Christmas,2020.0,"When a mysterious key and a holiday riddle arrive on their doorsteps, Kate and Kevin embark on a Christmas romance adventure they'll never forget.",Movie,TV-G,85.0,6.4,"Mystery, Romance",Don McBrearty,"Taylor Cole, Steve Lund, Elena Juatco, Darryl Hinds, ",
Christmas Tree Lane,2020.0,Meg wants to save her neighborhood from getting demolished. She then discovers that Nate has other plans. Can she turn Nate's heart toward Christmas?,Movie,TV-G,84.0,6.5,"Comedy, Drama, Music",Steven R. Monroe,"Alicia Witt, Andrew W. Walker, Drake Hogestyn, Briana Price, ",
Homegrown Christmas,2018.0,"After stepping down as CEO of her dream job, Maddie (Lori Loughlin) heads home for the holidays to gain perspective. She runs into her high-school sweetheart Carter (Victor Webster), and ...                See full summary »",Movie,TV-G,88.0,5.9,Romance,Mel Damski,"Lori Loughlin, Victor Webster, Gwynyth Walsh, Isabella Giannulli, ",
A Gift for Christmas,2017.0,A handsome stranger develops amnesia after a bibliophile crashes into him on her bicycle.,Movie,TV-G,89.0,6.6,"Comedy, Drama, Family",Kevin Fair,"Peter Porte, Ali Liebert, Tina Lifford, Kristin York, ",
A Golden Christmas,2009.0,"A woman visits her parents for Christmas. Hearing that they've ""sold"" the house, she wants to buy it. At 9 she had a BFF in the woods nearby named Han Solo. She and the buyer are single, divorced and have a child each. Is he her Han?",Movie,TV-PG,95.0,5.5,"Comedy, Drama, Family",John Murlowski,"Andrea Roth, Nicholas Brendon, Elisa Donovan, Bruce Davison, ",
Christmas Movie Magic,2021.0,"Follows Alli Blakeman, an entertainment writer who learns that movie magic isn't always just on-screen after she discovers the mysterious origins of a classic Christmas movie.",Movie,AL,87.0,6.2,"Comedy, Drama, Romance",Robert Vaughn,"Holly Deveaux, Drew Seeley, Jill Frappier, Jennifer Gibson, ",
Time for Us to Come Home for Christmas,2020.0,"Five guests are mysteriously invited to an inn to celebrate Christmas. With the help of the owner Ben, Sarah discovers that an event from the past may connect them and change their lives forever.",Movie,TV-G,84.0,7.0,Romance,David Winning,"Lacey Chabert, Stephen Huszar, Lini Evans, Leon, ",
Eve's Christmas,2004.0,A wealthy and successful career woman gets a second chance in life when a magical wish transports her back in time eight years to when she walked away from her fiance to lead a business life in New York.,Movie,TV-PG,96.0,5.9,"Comedy, Family, Fantasy",Timothy Bond,"Elisa Donovan, Sebastian Spence, Cheryl Ladd, Winston Rekert, ",
The Christmas Club,2019.0,"Two busy strangers meet when they help an elderly woman find her lost Christmas savings. Thanks to fate and Christmas magic, they also find something they were both missing: true love.",Movie,TV-G,84.0,6.7,"Comedy, Drama, Family",Jeff Beesley,"Elizabeth Mitchell, Cameron Mathison, Zoe Fish, Jenny Pudavick, ",
Snow Bride,2013.0,"Greta Kaine (Katrina Law) is always in search of juicy gossip. As a gossip-tabloid reporter in Los Angeles, it's her job to expose the rich and famous. So when word gets out that the late ...                See full summary »",Movie,TV-G,84.0,6.7,"Comedy, Family, Romance",Bert Kish,"Katrina Law, Jordan Belfi, Patricia Richardson, Susie Abromeit, ",
A Snow Globe Christmas,2013.0,"A cynical TV exec looks at the perfect town inside a Christmas globe and is magically transported to it. When she wakes up in a perfect snow-covered town, married to a local woodsman, she discovers it's not all just a fantasy.",Movie,TV-PG,89.0,5.4,"Comedy, Drama, Family",Jodi Binstock,"Alicia Witt, Donald Faison, Christina Milian, Trevor Donovan, ",
Trading Christmas,2010.0,A Teacher from Washington state decides to do a house swap with a Boston Professor to be able to surprise and spend Christmas with her daughter.,Movie,G,87.0,6.9,"Comedy, Romance",Michael M. Scott,"Tom Cavanagh, Faith Ford, Gil Bellows, Gabrielle Miller, ",
A Very Nutty Christmas,2018.0,"After getting dumped by her boyfriend, a bakery owner receives a special gift that turns her Christmas season around.",Movie,TV-PG,90.0,5.9,"Comedy, Fantasy, Romance",Colin Theys,"Melissa Joan Hart, Barry Watson, Marissa Jaret Winokur, Rizwan Manji, ",
A Dog Named Christmas,2009.0,"A developmentally challenged young man with a penchant for caring for animals in need sets out to convince his family - and their whole rural community - to participate in a local shelter's inaugural ""Adopt a Dog for Christmas Program.""",Movie,PG,95.0,7.4,"Drama, Family",Peter Werner,"Bruce Greenwood, Linda Emond, Noel Fisher, Ken Pogue, ",
Christmas Break-In,2018.0,"Izzy is an energetic 9-year-old girl. Overscheduled and running late, her parents can't pick her up on time on the last day of school before Christmas break. A blizzard complicates this ...                See full summary »",Movie,,87.0,4.5,Family,Michael Kampa,"Danny Glover, Denise Richards, Cameron Seely, Sean O'Bryan, ",
Christmas at Graceland: Home for the Holidays,2019.0,"Harper is in Memphis before Christmas, visiting her sister and family after 3 years working at museums in Europe. Visiting Graceland with her 2 nieces, Harper meets a single dad of 3 kids and is offered a job as nanny temp.",Movie,TV-G,84.0,6.3,"Music, Romance",Eric Close,"Kaitlin Doubleday, Adrian Grenier, Sunny Mabrey, Alan Wells, ",
'Twas the Night,2001.0,A mischievous 14-year-old boy and his irresponsible uncle almost ruin Christmas when they decide to take Santa's new high-tech sleigh for a joyride.,Movie,TV-G,84.0,5.2,"Comedy, Family",Nick Castle,"Josh Zuckerman, Brenda Grate, Bryan Cranston, Jefferson Mappin, ",
Christmas on Mistletoe Lake,2022.0,"Interior designer Reilly finds herself this Christmas in the town of Mistletoe Lake with no place to stay. She accepts an offer from Ray to stay in his boat, helping him renovate the boat for the town's Christmas Harbor Festival.",Movie,TV-PG,87.0,5.4,"Comedy, Romance",Robin Dunne,"Genelle Williams, Corey Sevier, Hattie Kragten, Brandon Ludwig, ",
Much Ado About Christmas,2021.0,"A modern-day re-imagining of William Shakespeare's play ""Much Ado About Nothing,"" set at Christmastime.",Movie,7+,85.0,6.8,"Drama, Family, Fantasy",Michael Damian,"Susie Abromeit, Torrance Coombs, James Rottger, Emma Colling, ",
Time for Me to Come Home for Christmas,2018.0,"When strangers Cara and Heath are stranded before Christmas, they embark on an unexpected journey that may give them the miracles they've been hoping for.",Movie,TV-G,84.0,6.6,"Comedy, Drama, Music",David Winning,"Josh Henderson, Megan Park, Lindsay Maxwell, Paul McGillion, ",
A Christmas to Remember,2016.0,"Following a car accident which leaves her with a bout of amnesia, a celebrity chef gets stranded in a small town over the Christmas season.",Movie,TV-G,84.0,6.5,"Comedy, Drama, Romance",David Weaver,"Mira Sorvino, Cameron Mathison, Jesse Filkow, Bailey Skodje, ",
Kirk Franklin's A Gospel Christmas,2021.0,"Follows Olivia, a young assistant pastor, as she deals with the transition to be lead pastor at a new church a month before Christmas, and finds a little romance along the way.",Movie,TV-G,87.0,6.4,"Drama, Musical, Romance",Erica C. Sutherlin,"Demetria McKinney, Chaz Lamar Shepherd, Angela Birchett, Kendra C. Johnson, ",
Naughty & Nice,2014.0,"A cynical radio host is banished to Colorado, where he has an on-air spat with a hopeless romantic. Soon, their antagonistic relationship sparks the interest of the whole town.",Movie,TV-PG,88.0,5.9,"Comedy, Romance",Sam Irvin,"Haylie Duff, Tilky Jones, Maureen McCormick, Eric Petersen, ",
Making Spirits Bright,2021.0,Grace and Tony are from two separate families who are in the business of decorating homes for Christmas. Unfortunately they have also been in feud for as long as anyone can remember. But ...                See full summary »,Movie,TV-G,84.0,6.1,"Drama, Romance",David Bercovici-Artieda,"Taylor Cole, Carlo Marks, Sarah Surh, John Cassini, ",
A Christmas in Tennessee,2018.0,A real estate development consultant attempts to sweet-talk the owner of a small town bakery shop into selling her property.,Movie,TV-PG,87.0,6.7,"Comedy, Drama, Romance",Gary Yates,"Rachel Boston, Andrew W. Walker, Patricia Richardson, Kate Moyer, ",
The Christmas Note,2015.0,"After moving into a new house, a woman befriends her next-door neighbor and helps her track down a mystery sibling she never knew she had.",Movie,Not Rated,85.0,6.7,"Drama, Mystery",Terry Ingram,"Jamie-Lynn Sigler, Leah Gibson, Lynda Boyd, Dylan Kingwell, ",
Picture a Perfect Christmas,2019.0,A professional photographer returns home for Christmas to visit her grandmother and is hired as a nanny for the young nephew of their next-door-neighbor.,Movie,TV-G,84.0,6.9,"Comedy, Drama, Romance",Paul Ziller,"Merritt Patterson, Jon Cor, Luke Roessler, Paula Shaw, ",
Christmas at Rosemont,2015.0,"In a raging blizzard five days before Christmas, two young people meet by chance: Lisa, 19, pregnant and scared; and Brad, a professional snowboarder. Both want to make it over the ...                See full summary »",Movie,TV-14,95.0,6.6,Drama,Daniel Petrie Jr.,"Brad Dourif, Lauren Swickard, Lochlyn Munro, Michael Gross, ",
A Royal Christmas Ball,2017.0,A bachelor king tries to reconnect with his old college sweetheart.,Movie,TV-PG,86.0,4.6,"Drama, Romance",David DeCoteau,"Tara Reid, Ingo Rademacher, Haley Pullos, Mira Furlan, ",
Miracle on 34th Street,1973.0,"A department store Santa tries to convince a little girl who doesn't believe in Santa Claus that he is Santa Claus, and winds up going on trial to prove who he is.",Movie,,100.0,5.8,"Drama, Family, Fantasy",Fielder Cook,"Sebastian Cabot, Jane Alexander, David Hartman, Suzanne Davidson, ",
A Godwink Christmas: Miracle of Love,2021.0,"Brought together by community service, Eric and Joy find new purpose at Christmas. As they help a family rebuild their home, coincidences and a medical miracle lead them to believe in destiny.",Movie,TV-G,84.0,6.2,"Comedy, Drama, Romance",Heather Hawthorn Doyle,"Katherine Barrell, Alberto Frezza, Josh Ssettuba, Faith Wright, ",
Nagykarácsony,2021.0,A firefighter develops a fear of heights and has strange visions after his wedding proposal goes up in smoke.Will a teacher he meets later cure his vertigo and mend his broken heart?,Movie,,110.0,6.3,"Comedy, Romance",Dániel Tiszeker,"András Ötvös, Emöke Zsigmond, Péter Scherer, Lia Pokorny, ",
Christmas in Love,2018.0,An aspiring crafter working in her small town's bakery shows the new big-city CEO that it's people and not machines which make the business a success.,Movie,TV-G,84.0,6.3,"Drama, Romance",Don McBrearty,"Brooke D'Orsay, Daniel Lissing, Mary-Margaret Humes, David Keeley, ",
Fixing Up Christmas,2021.0,"Known as a ""fixer"" for difficult clients, a talented party planner must help a young CEO plan the Christmas party of the year to dazzle the mayor and save his company. Wil the ""fixer"" fix something more than just the company?",Movie,AL,85.0,5.9,"Comedy, Romance",Jessica Harmon,"Natalie Dreyfuss, Marshall Williams, Harrison Coe, Bethany Brown, ",
Project Christmas Wish,2020.0,"For years Lucy has played Santa in her small-town community. As she grants a little girl's wish for a ""Christmas like it used to be,"" she unexpectedly finds her own wishes coming true.",Movie,TV-G,85.0,6.9,"Drama, Family, Romance",Jeff Beesley,"Amanda Schull, Travis Van Winkle, Averie Peters, Amy Groening, ",
A Very Charming Christmas Town,2020.0,A lifestyle blogger is assigned to write a news story on a small tourist town for the Christmas season.,Movie,TV-PG,88.0,5.9,"Comedy, Drama, Romance",Jake Helgren,"Natalie Hall, Jon Prescott, Kelley Jakle, Jo Marie Payton, ",
The Last Christmas Home,2018.0,The Marvin sisters gather for what may be their last Christmas at their childhood home.,Movie,TV-G,82.0,5.8,"Drama, Family, Romance",David Jackson,"Erin Cahill, Justin Bruening, Catherine Corcoran, Alan Pontes, ",
A Dickens of a Holiday!,2021.0,"To make the 100th anniversary of her hometown's Victorian festival a success, Cassie invites action movie star and former high school classmate Jake to play in ""A Christmas Carol.""",Movie,AL,84.0,7.3,Romance,Paul Ziller,"Brooke D'Orsay, Kristoffer Polaha, Chad Willett, Max Archibald, ",
A Royal Queens Christmas,2021.0,A prince finds his way to Queens during Christmas when a local woman enlists his help with a children's Christmas show.,Movie,TV-G,84.0,6.4,"Drama, Romance",Lee Friedlander,"Megan Park, Julian Morris, Michael Hanrahan, Nicola Correia-Damude, ",
A Very Corgi Christmas,2019.0,"Single dad Ben needs help to keep a Christmas gift a secret from his daughter, and that gift is an adorable Corgi puppy! When he meets single mom Lauren he shows her the importance of family and spending time with the people you love.",Movie,,90.0,5.3,"Drama, Family, Romance",Andrew Cymek,"Kelly Kruger, Kevin McGarry, Davide Fair, Ariella Cannon, ",
